timestamp,base_yaw.pos,base_pitch.pos,elbow_pitch.pos,wrist_roll.pos,wrist_pitch.pos
0.0,2.8,-30.0,57.0,0.2,18.2
0.0333,2.8,-30.0,57.0,0.2,18.2
0.0667,2.8,-30.0,57.0,0.2,18.2
0.1,2.9,-29.9,57.0,0.2,18.2
0.1333,3.0,-29.9,57.0,0.2,18.2
0.1667,3.1,-29.7,57.1,0.2,18.2
0.2,3.2,-29.5,57.2,0.2,18.3
0.2333,3.3,-29.4,57.3,0.3,18.4
0.2667,3.4,-29.2,57.5,0.4,18.6
0.3,3.5,-29.1,57.6,0.5,18.7
0.3333,3.6,-29.0,57.7,0.6,18.8
0.3667,3.6,-28.9,57.8,0.7,19.0
0.4,3.6,-28.9,57.8,0.7,19.0
0.4333,3.6,-28.9,57.9,0.8,19.1
0.4667,3.6,-28.9,57.9,0.8,19.1
0.5,3.6,-28.9,57.9,0.8,19.1
0.5333,3.5,-29.0,57.8,0.8,19.1
0.5667,3.5,-29.0,57.8,0.8,19.1
0.6,3.4,-29.1,57.8,0.8,19.1
0.6333,3.3,-29.3,57.7,0.8,19.0
0.6667,3.1,-29.4,57.6,0.7,19.0
0.7,3.0,-29.6,57.5,0.7,18.9
0.7333,2.8,-29.9,57.3,0.6,18.7
0.7667,2.5,-30.2,57.1,0.5,18.6
0.8,2.2,-30.6,56.9,0.4,18.4
0.8333,1.9,-31.1,56.6,0.3,18.1
0.8667,1.5,-31.6,56.2,0.1,17.8
0.9,1.0,-32.2,55.8,-0.1,17.5
0.9333,0.5,-32.9,55.3,-0.4,17.1
0.9667,-0.1,-33.7,54.8,-0.7,16.6
1.0,-0.7,-34.5,54.2,-1.0,16.0
1.0333,-1.3,-35.4,53.5,-1.4,15.4
1.0667,-2.1,-36.4,52.8,-1.8,14.7
1.1,-2.8,-37.5,52.0,-2.3,14.0
1.1333,-3.6,-38.6,51.2,-2.8,13.2
1.1667,-4.3,-39.8,50.3,-3.3,12.3
1.2,-5.1,-40.9,49.4,-3.9,11.4
1.2333,-5.7,-41.9,48.5,-4.5,10.5
1.2667,-6.3,-42.9,47.6,-5.1,9.6
1.3,-6.8,-43.8,46.8,-5.7,8.8
1.3333,-7.3,-44.5,46.1,-6.3,8.0
1.3667,-7.7,-45.2,45.5,-6.8,7.3
1.4,-8.1,-45.8,45.0,-7.2,6.7
1.4333,-8.4,-46.3,44.5,-7.6,6.1
1.4667,-8.6,-46.7,44.0,-8.0,5.6
1.5,-8.9,-47.1,43.7,-8.3,5.2
1.5333,-9.0,-47.5,43.4,-8.6,4.8
1.5667,-9.2,-47.7,43.1,-8.8,4.5
1.6,-9.3,-47.9,42.9,-9.0,4.2
1.6333,-9.4,-48.1,42.7,-9.2,4.0
1.6667,-9.5,-48.3,42.5,-9.3,3.8
1.7,-9.6,-48.4,42.4,-9.5,3.6
1.7333,-9.6,-48.4,42.3,-9.6,3.5
1.7667,-9.6,-48.5,42.3,-9.6,3.4
1.8,-9.6,-48.5,42.2,-9.7,3.3
1.8333,-9.6,-48.5,42.2,-9.7,3.3
1.8667,-9.6,-48.5,42.2,-9.8,3.3
1.9,-9.6,-48.5,42.2,-9.8,3.2
1.9333,-9.6,-48.5,42.2,-9.8,3.2
1.9667,-9.6,-48.5,42.2,-9.8,3.2
2.0,-9.5,-48.5,42.2,-9.8,3.2
2.0333,-9.5,-48.4,42.2,-9.8,3.2
2.0667,-9.4,-48.3,42.3,-9.8,3.3
2.1,-9.2,-48.1,42.4,-9.8,3.3
2.1333,-9.1,-47.9,42.5,-9.8,3.4
2.1667,-8.9,-47.7,42.7,-9.7,3.5
2.2,-8.7,-47.4,42.8,-9.6,3.6
2.2333,-8.5,-47.1,43.1,-9.5,3.8
2.2667,-8.3,-46.8,43.3,-9.4,4.0
2.3,-8.2,-46.6,43.5,-9.2,4.3
2.3333,-8.1,-46.4,43.7,-9.1,4.5
2.3667,-8.0,-46.3,43.9,-8.9,4.7
2.4,-8.0,-46.2,44.0,-8.8,4.8
2.4333,-7.9,-46.0,44.1,-8.7,4.9
2.4667,-7.7,-45.9,44.2,-8.7,5.0
2.5,-7.6,-45.6,44.2,-8.6,5.0
2.5333,-7.3,-45.4,44.4,-8.6,5.1
2.5667,-7.1,-45.2,44.5,-8.5,5.2
2.6,-7.0,-45.1,44.7,-8.3,5.4
2.6333,-6.9,-45.0,44.9,-8.2,5.6
2.6667,-6.9,-45.0,45.0,-8.1,5.8
2.7,-6.9,-45.0,45.0,-8.0,5.9
2.7333,-6.9,-45.0,45.0,-7.9,6.0
2.7667,-6.9,-45.0,45.0,-7.9,6.0
2.8,-6.9,-45.0,45.0,-7.9,6.0
2.8333,-6.9,-45.0,45.0,-7.9,6.0
2.8667,-6.9,-45.0,45.0,-7.9,6.0
2.9,-6.8,-45.0,45.0,-7.9,6.0
2.9333,-6.8,-45.0,45.0,-7.9,6.0
2.9667,-6.8,-44.9,45.0,-7.9,6.0
3.0,-6.8,-44.9,45.0,-7.9,6.0
3.0333,-6.8,-44.9,44.9,-7.9,6.0
3.0667,-6.8,-44.9,44.9,-7.9,6.0
3.1,-6.8,-44.9,44.9,-7.9,6.0
3.1333,-6.8,-44.9,44.9,-7.9,6.1
3.1667,-6.8,-44.8,44.9,-7.9,6.1
3.2,-6.8,-44.8,44.9,-7.9,6.1
3.2333,-6.8,-44.8,44.8,-7.9,6.1
3.2667,-6.8,-44.8,44.8,-7.9,6.1
3.3,-6.8,-44.7,44.8,-7.9,6.1
3.3333,-6.8,-44.7,44.7,-7.9,6.1
3.3667,-6.8,-44.7,44.7,-7.9,6.1
3.4,-6.8,-44.6,44.6,-7.9,6.1
3.4333,-6.8,-44.6,44.6,-7.9,6.2
3.4667,-6.8,-44.6,44.5,-7.9,6.2
3.5,-6.8,-44.6,44.5,-7.9,6.2
3.5333,-6.8,-44.6,44.4,-7.9,6.2
3.5667,-6.8,-44.5,44.3,-7.9,6.2
3.6,-6.8,-44.5,44.2,-7.9,6.2
3.6333,-6.8,-44.5,44.1,-7.9,6.2
3.6667,-6.8,-44.5,44.0,-7.9,6.2
3.7,-6.8,-44.5,43.9,-7.9,6.2
3.7333,-6.8,-44.6,43.7,-7.9,6.2
3.7667,-6.8,-44.6,43.6,-7.9,6.2
3.8,-6.8,-44.7,43.4,-7.9,6.2
3.8333,-6.8,-44.8,43.3,-7.9,6.2
3.8667,-6.8,-44.8,43.1,-7.9,6.2
3.9,-6.8,-44.9,42.9,-7.9,6.1
3.9333,-6.8,-45.1,42.8,-7.8,6.1
3.9667,-6.8,-45.2,42.6,-7.8,6.0
4.0,-6.8,-45.3,42.4,-7.8,6.0
4.0333,-6.8,-45.4,42.3,-7.8,5.9
4.0667,-6.8,-45.5,42.1,-7.8,5.9
4.1,-6.8,-45.7,41.9,-7.8,5.8
4.1333,-6.8,-45.8,41.8,-7.8,5.7
4.1667,-6.8,-45.9,41.6,-7.8,5.7
4.2,-6.8,-45.9,41.5,-7.8,5.6
4.2333,-6.8,-46.0,41.4,-7.8,5.6
4.2667,-6.8,-46.0,41.3,-7.8,5.5
4.3,-6.8,-46.0,41.3,-7.8,5.5
4.3333,-6.8,-46.0,41.2,-7.8,5.5
4.3667,-6.8,-46.0,41.2,-7.8,5.5
4.4,-6.8,-45.9,41.2,-7.8,5.5
4.4333,-6.8,-45.8,41.2,-7.8,5.5
4.4667,-6.8,-45.7,41.3,-7.7,5.5
4.5,-6.8,-45.5,41.5,-7.8,5.6
4.5333,-6.8,-45.2,42.0,-7.8,5.6
4.5667,-6.9,-45.1,42.8,-7.8,5.7
4.6,-6.9,-44.9,43.7,-7.9,5.8
4.6333,-6.9,-44.9,44.4,-7.9,5.9
4.6667,-6.9,-44.9,44.9,-8.0,5.9
4.7,-6.9,-44.9,45.1,-8.0,6.0
4.7333,-6.8,-44.9,45.1,-8.0,6.0
4.7667,-6.8,-44.9,45.1,-8.0,6.0
4.8,-6.8,-44.8,45.1,-8.0,6.0
4.8333,-6.8,-44.8,45.1,-8.0,6.0
4.8667,-6.7,-44.8,45.2,-8.0,6.0
4.9,-6.7,-44.7,45.2,-8.0,6.1
4.9333,-6.7,-44.7,45.2,-8.0,6.1
4.9667,-6.6,-44.6,45.3,-7.9,6.1
5.0,-6.5,-44.5,45.3,-7.9,6.2
5.0333,-6.5,-44.4,45.4,-7.9,6.2
5.0667,-6.4,-44.3,45.5,-7.8,6.3
5.1,-6.3,-44.2,45.6,-7.8,6.4
5.1333,-6.2,-44.0,45.7,-7.7,6.4
5.1667,-6.1,-43.9,45.8,-7.7,6.5
5.2,-6.0,-43.7,45.9,-7.6,6.7
5.2333,-5.8,-43.5,46.0,-7.5,6.8
5.2667,-5.7,-43.3,46.2,-7.5,6.9
5.3,-5.5,-43.1,46.3,-7.4,7.1
5.3333,-5.3,-42.9,46.5,-7.3,7.2
5.3667,-5.2,-42.6,46.7,-7.1,7.4
5.4,-5.0,-42.3,46.9,-7.0,7.6
5.4333,-4.7,-42.0,47.1,-6.9,7.8
5.4667,-4.5,-41.7,47.4,-6.7,8.0
5.5,-4.3,-41.3,47.6,-6.6,8.3
