timestamp,base_yaw.pos,base_pitch.pos,elbow_pitch.pos,wrist_roll.pos,wrist_pitch.pos
0.0,3.0,-30.0,57.0,0.0,18.0
0.0333,3.0,-30.0,57.0,-0.0,18.0
0.0667,3.0003,-29.9988,57.0007,-0.0001,18.0011
0.1,3.0008,-29.9973,57.0016,-0.0002,18.0025
0.1333,3.0017,-29.9948,57.0031,-0.0004,18.0049
0.1667,3.0034,-29.9909,57.0053,-0.0009,18.0085
0.2,3.0063,-29.9853,57.0086,-0.0015,18.0139
0.2333,3.0107,-29.9774,57.0132,-0.0025,18.0213
0.2667,3.0174,-29.9667,57.0192,-0.004,18.0312
0.3,3.0269,-29.953,57.0269,-0.0061,18.0441
0.3333,3.0401,-29.9355,57.0366,-0.0088,18.0603
0.3667,3.0579,-29.9139,57.0484,-0.0124,18.0803
0.4,3.0813,-29.8875,57.0624,-0.0171,18.1046
0.4333,3.1115,-29.8556,57.0789,-0.0228,18.1336
0.4667,3.1496,-29.8174,57.0979,-0.0299,18.1678
0.5,3.1972,-29.7722,57.1196,-0.0384,18.2076
0.5333,3.2556,-29.719,57.1438,-0.0486,18.2535
0.5667,3.3265,-29.6567,57.1707,-0.0605,18.306
0.6,3.4118,-29.5843,57.2,-0.0744,18.3655
0.6333,3.5132,-29.5008,57.2316,-0.0905,18.4327
0.6667,3.6329,-29.4051,57.2651,-0.1088,18.5081
0.7,3.7729,-29.2963,57.3003,-0.1296,18.5922
0.7333,3.9354,-29.1734,57.3364,-0.1532,18.6859
0.7667,4.123,-29.0355,57.373,-0.1796,18.7897
0.8,4.3381,-28.8814,57.4093,-0.2092,18.9044
0.8333,4.5833,-28.7098,57.4442,-0.2421,19.0304
0.8667,4.8614,-28.5189,57.4767,-0.2784,19.1685
0.9,5.175,-28.3068,57.5054,-0.3181,19.3189
0.9333,5.5257,-28.072,57.5287,-0.3611,19.4814
0.9667,5.9126,-27.8148,57.5443,-0.407,19.6544
1.0,6.3313,-27.5383,57.5496,-0.4549,19.8343
1.0333,6.7738,-27.2478,57.5416,-0.5035,20.0165
1.0667,7.2309,-26.9501,57.5179,-0.5517,20.1963
1.1,7.6947,-26.6511,57.4768,-0.5983,20.3705
1.1333,8.1593,-26.3556,57.4179,-0.6429,20.5374
1.1667,8.6214,-26.0679,57.3422,-0.6851,20.6962
1.2,9.0786,-25.7923,57.2523,-0.7249,20.8457
1.2333,9.5289,-25.533,57.1517,-0.7623,20.9839
1.2667,9.9708,-25.2937,57.0445,-0.7974,21.1087
1.3,10.403,-25.0759,56.9341,-0.83,21.2178
1.3333,10.8248,-24.8789,56.8228,-0.8603,21.3097
1.3667,11.2359,-24.7,56.7123,-0.8883,21.3836
1.4,11.636,-24.5356,56.6036,-0.9141,21.4389
1.4333,12.0252,-24.3819,56.4977,-0.9377,21.4756
1.4667,12.4032,-24.2357,56.3953,-0.9593,21.4942
1.5,12.7695,-24.0949,56.2969,-0.979,21.4953
1.5333,13.1234,-23.9589,56.203,-0.9968,21.4804
1.5667,13.464,-23.8289,56.1143,-1.013,21.4509
1.6,13.7903,-23.7071,56.0315,-1.0275,21.4085
1.6333,14.1013,-23.5964,55.9553,-1.0405,21.3547
1.6667,14.3967,-23.4997,55.8859,-1.0523,21.291
1.7,14.6767,-23.4192,55.8229,-1.0628,21.2183
1.7333,14.9421,-23.3558,55.7653,-1.0723,21.1372
1.7667,15.1947,-23.3088,55.712,-1.0808,21.0478
1.8,15.4365,-23.276,55.662,-1.0886,20.9503
1.8333,15.67,-23.2541,55.615,-1.0958,20.8447
1.8667,15.8971,-23.2391,55.5709,-1.1025,20.7311
1.9,16.1195,-23.2272,55.5299,-1.1089,20.6101
1.9333,16.338,-23.2154,55.4925,-1.1151,20.4823
1.9667,16.5524,-23.2019,55.459,-1.1213,20.3489
2.0,16.7613,-23.1866,55.4293,-1.1276,20.2113
2.0333,16.9628,-23.1712,55.403,-1.1341,20.0708
2.0667,17.1542,-23.1584,55.3789,-1.1409,19.9289
2.1,17.333,-23.1514,55.3554,-1.1481,19.7865
2.1333,17.4972,-23.1534,55.3309,-1.1556,19.6446
2.1667,17.6459,-23.1667,55.3037,-1.1635,19.5037
2.2,17.7796,-23.1922,55.2726,-1.1719,19.3638
2.2333,17.8999,-23.2289,55.2374,-1.1807,19.225
2.2667,18.0094,-23.2744,55.1985,-1.19,19.0873
2.3,18.1113,-23.3275,55.1607,-1.1999,18.9484
2.3333,18.2085,-23.3918,55.135,-1.2102,18.802
2.3667,18.3035,-23.4783,55.1417,-1.2211,18.6353
2.4,18.3976,-23.5985,55.1998,-1.2324,18.436
2.4333,18.4907,-23.7562,55.3179,-1.2439,18.1991
2.4667,18.5814,-23.9412,55.4847,-1.2554,17.9335
2.5,18.6674,-24.1371,55.6786,-1.2664,17.6544
2.5333,18.7458,-24.3296,55.8776,-1.2766,17.3764
2.5667,18.8137,-24.5137,56.0681,-1.2853,17.1067
2.6,18.8688,-24.6905,56.2426,-1.2921,16.8478
2.6333,18.91,-24.8633,56.3966,-1.2967,16.5995
2.6667,18.9373,-25.0345,56.527,-1.299,16.362
2.7,18.9522,-25.2054,56.6321,-1.2996,16.1351
2.7333,18.957,-25.3759,56.7124,-1.2993,15.919
